SITE ID,Lat,long,STREET ADDRESS,TOWN,STATE,ENTIRE SERVICE LINE MATERIAL CLASSIFICATION,BUILDING TYPE,PWSID,SYSTEM NAME
21034,41.719,-72.212,225 Lewiston Ave,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
10808,41.721,-72.205,32 Ash Ave.,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
40480,41.716,-72.199,36 Ash St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
30270,41.708,-72.212,67 So Park St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20548,41.719,-72.207,136 Oak St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
31345,41.707,-72.207,57 Park St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
21299,41.719,-72.209,281 Church St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
30724,41.707,-72.206,46 Park St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
31126,41.709,-72.212,17 John St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
21013,41.716,-72.208,84 Oak St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
40356,41.711,-72.208,117 Union St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
31280,41.704,-72.208,63 Gifford Ave,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
21270,41.718,-72.21,243 Church St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
31222,41.71,-72.22,391 Pleasant St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
20452,41.717,-72.209,99 Bellevue St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20907,41.716,-72.204,233 Jackson St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
10618,41.721,-72.224,221 Mansfield Ave,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20622,41.714,-72.206,165 Jackson St,Windham,Ct,Lead,"Nonresidential, Non-School, Non-Daycare",Ct1630011,Windham Water Works
10288,41.721,-72.226,95 Quarry St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
21048,41.715,-72.22,323 Valley St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
31182,41.709,-72.21,15 South St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
31297,41.709,-72.214,30 Lebanon Ave,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20481,41.714,-72.22,37 Tingley St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20287,41.715,-72.208,18 Oak St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
20253,41.716,-72.213,223 Prospect St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
10479,41.721,-72.205,40 Ash Ave.,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20375,41.716,-72.199,39 Brook St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
20585,41.718,-72.212,207 Summit St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
10594,41.72,-72.206,156 Oak St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
20286,41.721,-72.213,281 Walnut St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
31259,41.709,-72.217,59 Hayden St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
21355,41.718,-72.213,237 Summit St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
31230,41.71,-72.228,622 Pleasant St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20820,41.717,-72.202,108 Hope St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20119,41.717,-72.204,261 Jackson St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
20456,41.72,-72.216,268 High St,Windham,Ct,Lead,Other,Ct1630011,Windham Water Works
21078,41.719,-72.197,70 Natchuag Street,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20404,41.715,-72.205,185 Jackson St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
31523,41.709,-72.216,67 Hayden St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
10765,41.725,-72.203,528 Jackson St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
20318,41.715,-72.209,21 Turner St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
20466,41.718,-72.205,20 Carey St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
21282,41.714,-72.205,22 Moulton Ct,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
21072,41.717,-72.219,372 Prospect St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
21354,41.717,-72.215,162 Walnut St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
10017,41.722,-72.229,130 Tower Rd,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
21123,41.716,-72.212,158 North St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
21234,41.718,-72.205,35 Lewiston Ave,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20642,41.716,-72.216,105 High St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
30937,41.713,-72.225,34 Winter St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20852,41.72,-72.214,251 Walnut St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
30328,41.709,-72.214,250 Pleasant St,Windham,Ct,Lead,Other,Ct1630011,Windham Water Works
20335,41.719,-72.21,245 North St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
31231,41.706,-72.2,21 Selden St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
40487,41.71,-72.217,303 Pleasant St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
40388,41.714,-72.209,13 Turner St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
20283,41.716,-72.212,176 Prospect St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
20961,41.719,-72.213,142 Chestnut St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
30913,41.71,-72.221,403 Pleasant St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
40505,41.717,-72.222,121 Ivanhill St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
20573,41.715,-72.19,316 Bricktop Rd,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
40501,41.715,-72.216,221 Valley St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
31160,41.704,-72.206,159 Crescent St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
30344,41.702,-72.209,224 South St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
31340,41.714,-72.215,63 Meadow St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
31292,41.705,-72.21,139 South St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
30553,41.709,-72.219,99 Mountain St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
30845,41.713,-72.225,23 Winter St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20424,41.716,-72.211,159 North St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20627,41.714,-72.209,57 Maple Ave,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
31498,41.711,-72.222,117 Bridge St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
20590,41.718,-72.211,232 North St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
30242,41.702,-72.21,250 South St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
31233,41.707,-72.201,184 Windham Rd,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
20908,41.712,-72.204,311 Main St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
20107,41.717,-72.221,123 Birch St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
10395,41.721,-72.227,120 Quarry St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20773,41.718,-72.213,241 Summit St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20734,41.716,-72.219,98 Windham St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
10700,41.72,-72.224,23 Quarry St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
31455,41.71,-72.223,477 Pleasant St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
40417,41.717,-72.216,291 Prospect St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20569,41.718,-72.209,135 Bellevue St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20568,41.716,-72.213,48 Chestnut St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20695,41.719,-72.209,121 Lewiston Ave,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
31117,41.705,-72.209,136 South St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
10151,41.72,-72.223,205 Mansfield Ave,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
30430,41.707,-72.201,202 Windham Rd,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
20905,41.718,-72.205,12 Carey St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
30521,41.714,-72.215,196 Valley St,Windham,Ct,Lead,"Nonresidential, Non-School, Non-Daycare",Ct1630011,Windham Water Works
20374,41.717,-72.207,66 Lewiston Ave,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
10362,41.72,-72.223,211 Mansfield Ave,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
30699,41.707,-72.206,60-62 Park St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
20631,41.72,-72.213,243 Walnut St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
30006,41.706,-72.228,139 Card St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
11289,41.728,-72.244,1799 Main St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
30484,41.71,-72.225,501 Pleasant St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
20856,41.719,-72.213,148 Chestnut St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20812,41.717,-72.211,196 Church St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20384,41.716,-72.209,84 Turner St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
40367,41.708,-72.202,162 Windham Rd,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
21448,41.715,-72.191,322 Bricktop Rd,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20753,41.72,-72.215,6 Washburn St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
10890,41.726,-72.202,564 Jackson St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
21076,41.722,-72.204,292 Ash St.,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
10627,41.72,-72.204,390 Jackson St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
31006,41.71,-72.213,197 Pleasant St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
30026,41.709,-72.219,97 Mountain St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
30707,41.709,-72.2,76 Francis St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
21318,41.722,-72.216,306 High St,Windham,Ct,Lead,Other,Ct1630011,Windham Water Works
21080,41.714,-72.209,49 Maple Ave,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20387,41.716,-72.2,63 Brook St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
30020,41.71,-72.219,47 Mountain St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
40398,41.714,-72.213,18 Pearl St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
20845,41.719,-72.213,152 Chestnut St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20964,41.716,-72.223,93 Ivanhill St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
10076,41.721,-72.205,27 Ash Ave.,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
40416,41.715,-72.208,23 Oak St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
30919,41.708,-72.206,28 Park St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
31188,41.707,-72.208,47 West Park St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
21047,41.716,-72.193,344 Bricktop Rd,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
30083,41.707,-72.202,172-174 Windham Rd,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
40372,41.711,-72.22,15 Mountain St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
21284,41.716,-72.192,334 Bricktop Rd,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
30139,41.704,-72.208,57 Gifford Ave,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
30383,41.706,-72.207,222 So Park St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
31404,41.707,-72.206,48 Park St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
20408,41.718,-72.212,214 Lewiston Ave,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
21443,41.717,-72.205,20 Lewiston Ave,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20080,41.715,-72.21,24 Bellevue St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20784,41.717,-72.217,325 Prospect St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
20824,41.716,-72.222,385 Valley St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20508,41.715,-72.2,6-8 Brook St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
20341,41.72,-72.212,158 Chestnut St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
21371,41.717,-72.213,70 Chestnut St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20059,41.715,-72.199,136 Main St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
30272,41.705,-72.205,114 Quercus Ave,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
21011,41.716,-72.206,28 Summit St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
10171,41.717,-72.223,476 Prospect St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20796,41.716,-72.212,191 Prospect St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
30635,41.713,-72.226,47 Winter St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
21141,41.718,-72.212,201 Summit St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
30271,41.709,-72.217,55 Hayden St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20764,41.715,-72.222,370 Valley St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
20096,41.718,-72.198,23 Natchaug St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
10030,41.719,-72.207,102 Bolivia St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
21501,41.715,-72.205,189 Jackson St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
20679,41.716,-72.207,24 Hewitt St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
30581,41.709,-72.21,10 South St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
20110,41.714,-72.212,83 North St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20821,41.715,-72.2,37 Elm St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20793,41.715,-72.206,204 Jackson St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
10793,41.721,-72.224,229 Mansfield Ave,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
30260,41.708,-72.211,30 John St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
31121,41.708,-72.217,34 Hayden St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
10347,41.724,-72.202,521 Jackson St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
30931,41.71,-72.224,498 Pleasant St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20658,41.717,-72.204,287 Jackson St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20927,41.716,-72.221,341 Valley St,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
31013,41.707,-72.213,44 So Park St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
10667,41.725,-72.201,561 Jackson St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
30180,41.713,-72.224,19 Arnolds La.,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
30339,41.708,-72.201,5 Godfrey St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20664,41.718,-72.214,266 Summit St,Windham,Ct,Lead,Single-Family Residence,Ct1630011,Windham Water Works
20373,41.716,-72.204,10 Grove Place,Windham,Ct,Lead,Multi-Family Residence,Ct1630011,Windham Water Works
